Naveen Cal 08
Date:,2014/09/26
Time:,13:12:22
Type:,toppler2
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,leg1,,,leg2,,,leg3,,,torso1,,,torso2,,,torso3,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11291,-331.943817,60.909313,405.608887,-282.958923,139.608322,256.498962,-323.337372,115.956024,150.932175,-298.974792,-130.483688,663.895691,-314.582397,-85.649048,611.746582,-345.960876,-39.161766,577.322754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11292,-331.395721,60.390228,405.741791,-282.942810,139.584885,256.498810,-323.324280,115.940666,150.902527,-298.945313,-130.533188,663.908447,-314.543213,-85.665634,611.753906,-345.948669,-39.186138,577.213013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11293,-331.229614,60.233711,405.803223,-282.937531,139.576294,256.485596,-323.324158,115.943130,150.903442,-298.917297,-130.581696,663.922180,-314.484863,-85.739288,611.774170,-345.931335,-39.209785,577.160278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11294,-331.225616,60.182873,405.812958,-282.902435,139.528793,256.502808,-323.309204,115.950409,150.900589,-298.841248,-130.653244,663.938110,-314.463867,-85.792259,611.765198,-345.828125,-39.230518,577.245483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11295,-331.168243,60.147327,405.765503,-282.879547,139.495636,256.478912,-323.309113,116.034088,150.946152,-298.778625,-130.728333,663.938965,-314.403229,-85.809013,611.747437,-345.784424,-39.263264,577.247253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11296,-331.128387,60.141579,405.743500,-282.873505,139.501450,256.447845,-323.289459,116.053535,150.938583,-298.694153,-130.788040,663.947449,-314.341156,-85.856804,611.725403,-345.730164,-39.336555,577.216125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11297,-331.113770,60.087448,405.746338,-282.881042,139.485672,256.419525,-323.282288,116.040497,150.911804,-298.660370,-130.863602,663.915344,-314.293915,-85.941811,611.750977,-345.666687,-39.390297,577.208069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11298,-331.074615,60.054176,405.774811,-282.889282,139.468765,256.440063,-323.282349,116.040955,150.939819,-298.594757,-130.988770,663.928528,-314.288391,-86.046898,611.785339,-345.616119,-39.405937,577.176331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11299,-331.002533,59.986027,405.789398,-282.878632,139.411407,256.431641,-323.273102,116.014923,150.907074,-298.500061,-131.122162,663.892822,-314.261200,-86.122490,611.788269,-345.541351,-39.452793,577.151550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300,-330.965057,59.947224,405.785278,-282.796783,139.378998,256.414215,-323.262604,116.021896,150.897781,-298.398468,-131.254227,663.860474,-314.258820,-86.211678,611.811340,-345.431519,-39.591270,577.140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11301,-330.948486,59.904942,405.781586,-282.763000,139.341568,256.417664,-323.234009,116.008301,150.866730,-298.301971,-131.407013,663.766602,-313.277802,-85.907951,612.193665,-345.322937,-39.674114,577.126709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11302,-330.874878,59.877434,405.751251,-282.703339,139.288513,256.398346,-323.228210,115.997803,150.900421,-298.168518,-131.555176,663.669739,-313.119720,-85.968391,612.220032,-345.218353,-39.800362,577.128784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11303,-330.827148,59.753395,405.795105,-282.700043,139.243546,256.394714,-323.236633,115.987915,150.850357,-298.077942,-131.722931,663.624084,-313.173431,-86.074898,612.211121,-345.119843,-39.900127,577.103027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11304,-330.777863,59.673824,405.786560,-282.682281,139.203964,256.379578,-323.223724,115.963173,150.841446,-297.967590,-131.852692,663.561279,-313.194122,-86.186798,612.245850,-345.025330,-40.030071,577.091919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11305,-330.734253,59.647301,405.817322,-282.665131,139.171570,256.382721,-323.184143,115.946861,150.832748,-297.881744,-132.008362,663.513184,-313.136047,-86.263237,612.203552,-344.856079,-40.263317,577.124329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11306,-330.730408,59.562325,405.843811,-282.635498,139.129456,256.407349,-323.164185,115.912621,150.825684,-297.763275,-132.109085,663.450012,-313.108765,-86.374626,612.197754,-344.748871,-40.463287,577.128967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11307,-330.702728,59.480843,405.888733,-282.583954,139.035904,256.428864,-323.155518,115.890800,150.826492,-297.723938,-132.269821,663.336487,-313.025421,-86.510017,612.163513,-344.684723,-40.544228,577.099670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11308,-330.675201,59.438366,405.829742,-282.530487,138.990829,256.387329,-323.107117,115.849617,150.809586,-297.661987,-132.397003,663.173828,-313.058899,-86.684906,612.186584,-344.600067,-40.672066,577.059814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11309,-330.630981,59.330105,405.903290,-282.518738,138.915024,256.362671,-323.118286,115.812584,150.797211,-297.619263,-132.528030,663.075439,-312.966278,-86.875580,612.156250,-344.540771,-40.797855,577.033142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11310,-330.558868,59.174015,405.951752,-282.450195,138.837463,256.407104,-323.112183,115.779861,150.774124,-297.642334,-132.693466,662.959351,-312.830872,-87.166710,612.129272,-344.423370,-40.926281,577.000916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11311,-330.436279,59.024605,406.038940,-282.380646,138.776047,256.432587,-323.102386,115.734756,150.799698,-297.597504,-132.831238,662.793274,-312.643890,-87.383766,612.086060,-344.313446,-40.823284,575.786621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11312,-330.355896,58.892456,406.113831,-282.327789,138.666916,256.480865,-323.037872,115.687859,150.789124,-297.561218,-133.020477,662.632141,-312.597626,-87.638992,612.092896,-344.338074,-41.023773,576.707825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11313,-330.259644,58.720181,406.168274,-282.262695,138.593826,256.503845,-323.021057,115.628838,150.798172,-297.485352,-133.250778,662.460693,-312.517212,-87.886307,612.064514,-344.160187,-41.135914,575.709595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11314,-330.107666,58.506290,406.260162,-282.155212,138.515106,256.553741,-322.970764,115.585129,150.774750,-297.413635,-133.522003,662.272644,-312.223206,-88.072418,611.473572,-344.154724,-41.050846,575.054382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11315,-329.944763,58.259621,406.301849,-282.051422,138.405945,256.572449,-322.927612,115.542099,150.752640,-297.333344,-133.794754,662.074036,-312.304321,-88.306290,611.587708,-343.968994,-40.822289,574.840210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11316,-329.786835,58.027172,406.328766,-281.959869,138.357452,256.506317,-322.900024,115.471710,150.703461,-297.184814,-133.998962,661.902954,-312.199768,-88.486862,611.656067,-343.887024,-41.020126,574.827881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11317,-329.600555,57.815544,406.371796,-281.873108,138.271835,256.499939,-322.866699,115.428719,150.685883,-297.024933,-134.229721,661.780212,-311.866150,-88.574463,611.390808,-343.892639,-41.748421,574.966125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11318,-329.338989,57.561806,406.400421,-281.770844,138.173645,256.546570,-322.832672,115.374878,150.680954,-296.831543,-134.441254,661.703735,-311.666626,-88.555855,611.480408,-343.769714,-42.073654,575.026489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11319,-329.156860,57.283455,406.484131,-281.683533,138.113281,256.550842,-322.807465,115.313545,150.688187,-296.663544,-134.659332,661.664001,-311.536224,-88.794617,611.235901,-343.661407,-42.252453,575.010742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11320,-329.015411,57.094925,406.534149,-281.533173,137.981400,256.549164,-322.765167,115.267235,150.684937,-296.485596,-134.833527,661.630615,-311.250824,-89.018982,611.064270,-343.630920,-42.392445,575.003540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11321,-328.826294,56.892860,406.538483,-281.378510,137.831970,256.531128,-322.717560,115.214500,150.672226,-296.311584,-135.019547,661.630676,-311.051514,-89.197586,610.910095,-343.586487,-42.552197,575.016113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11322,-328.705475,56.693447,406.627014,-281.370880,137.751877,256.526855,-322.673248,115.163757,150.671677,-296.126068,-135.210938,661.578430,-310.783203,-89.349808,610.748474,-343.196747,-42.754230,575.615845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11323,-328.588165,56.523853,406.652130,-281.248993,137.663376,256.521545,-322.679657,115.079468,150.641541,-295.904327,-135.423630,661.535156,-310.574524,-89.573975,610.620361,-343.028839,-43.087669,575.726685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11324,-328.426788,56.260315,406.653931,-281.180115,137.563095,256.500763,-322.741089,114.830971,150.738235,-295.663513,-135.630066,661.449646,-310.318268,-89.794464,610.555359,-342.882385,-43.316776,575.737305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11325,-328.152649,55.975861,406.730499,-281.100739,137.465546,256.520721,-322.613922,114.963753,150.672852,-295.436249,-135.773331,661.382996,-310.086945,-90.071785,610.419556,-343.054626,-43.661087,575.312256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11326,-328.009277,55.884457,406.670013,-280.977509,137.339600,256.469330,-322.540375,114.948486,150.679779,-295.250458,-135.923401,661.333374,-309.947083,-90.219879,610.300598,-342.528687,-43.886612,575.670471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11327,-327.984406,55.823856,406.565643,-280.914612,137.252823,256.470551,-322.491760,114.893333,150.611740,-295.068939,-136.090179,661.236938,-309.826141,-90.324654,610.184692,-342.199982,-44.372540,575.821350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11328,-328.991211,57.167309,405.816498,-280.861145,137.170517,256.377350,-322.446564,114.790771,150.618546,-294.909332,-136.272400,661.132324,-309.449707,-90.334496,609.720703,-341.951355,-44.743923,575.856628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11329,-329.272614,57.371838,405.422272,-280.820679,137.084274,256.257446,-322.424011,114.709625,150.683716,-294.762573,-136.434647,661.046997,-309.332672,-90.463737,609.625122,-341.745972,-45.023983,575.792542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11330,-329.624268,57.538948,405.363647,-280.906403,136.992004,256.314972,-322.398315,114.657570,150.647781,-294.590881,-136.621948,660.983337,-309.228729,-90.656120,609.548279,-341.518250,-45.269810,575.690491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11331,-329.599335,57.370564,405.545166,-280.876038,136.894943,256.251953,-322.392914,114.595123,150.684372,-294.434387,-136.807892,660.909424,-309.155762,-90.824066,609.522583,-341.294464,-45.496895,575.596863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11332,-329.674683,57.405087,405.463318,-280.876648,136.834427,256.169586,-322.295197,114.512543,150.682587,-294.170197,-137.101807,660.863342,-309.037445,-91.019157,609.395203,-341.081299,-45.677399,575.457336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11333,-329.502594,57.196201,405.515381,-280.713776,136.705261,256.162384,-322.244751,114.432961,150.651718,-293.942932,-137.426147,660.809265,-308.910095,-91.311966,609.333862,-341.059845,-45.694439,575.167603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,-329.154755,56.766567,405.824646,-280.638885,136.616547,256.110504,-322.180634,114.324455,150.686920,-293.751953,-137.676926,660.716797,-308.763489,-91.538879,609.194641,-340.884216,-45.787716,575.056885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11335,-328.819855,56.380779,406.135193,-280.584900,136.531998,256.075378,-322.096313,114.272278,150.671570,-293.577606,-137.892670,660.655945,-308.580688,-91.852074,609.144836,-340.552948,-45.939991,575.022034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11336,-328.533264,56.103302,406.237427,-280.524597,136.442337,256.052979,-322.076813,114.227890,150.650742,-293.380066,-138.155396,660.536682,-308.408752,-92.224884,609.533386,-340.328400,-46.075031,574.947144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11337,-328.294159,55.873470,406.293762,-280.521545,136.361237,255.997757,-322.075470,114.170303,150.658661,-293.218140,-138.396729,660.400391,-308.244446,-92.513359,609.515076,-340.126465,-46.290333,574.944214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,-328.033020,55.574932,406.446960,-280.489319,136.251358,255.968643,-322.043518,114.081573,150.676010,-293.095093,-138.658401,660.271973,-308.014435,-92.759468,609.487854,-339.861450,-46.462692,574.913147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11339,-327.695526,55.119232,406.689697,-280.480377,136.152008,255.963242,-321.959961,113.981369,150.722351,-292.971863,-138.939148,660.063782,-307.762054,-93.085960,609.521423,-339.631378,-46.647232,574.819763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11340,-327.221283,54.630024,406.934906,-280.403168,136.091980,255.936142,-321.903870,113.879417,150.760803,-292.440430,-139.045517,659.702942,-307.718140,-93.442169,609.715881,-339.103821,-46.485462,574.333130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11341,-326.822296,54.298164,407.028381,-280.305969,135.979416,255.882355,-321.871918,113.800774,150.746674,-292.677734,-139.743652,659.598328,-307.814911,-94.003075,610.005005,-338.873108,-46.435089,574.004761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11342,-326.552277,54.064838,407.084839,-280.277771,135.912781,255.894226,-321.812775,113.708107,150.733429,-292.462494,-140.153030,659.413208,-307.220703,-94.043983,609.879700,-338.719879,-46.611507,573.931396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11343,-326.347382,53.887218,407.020508,-280.220886,135.823685,255.894287,-321.715240,113.583138,150.792877,-292.220245,-140.552139,659.235168,-306.652649,-94.043640,609.473206,-338.610046,-46.823685,573.907776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11344,-326.217133,53.788116,407.007538,-280.213196,135.771057,255.945358,-321.607849,113.478439,150.814651,-291.970886,-140.923721,659.103210,-306.303650,-94.193115,609.193237,-337.677704,-47.356182,574.567078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
