Naveen Cal 08
Date:,2014/09/26
Time:,13:12:22
Type:,toppler2
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,leg1,,,leg2,,,leg3,,,torso1,,,torso2,,,torso3,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
38,-336.876068,72.028152,410.701050,-287.193329,149.044601,257.641968,-326.911346,122.227783,152.557419,-368.162170,-28.147974,808.278625,-354.038971,-26.681704,740.009277,-356.910950,-15.845456,673.182190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,-336.915894,72.053940,410.714722,-287.219574,149.050537,257.664612,-326.929810,122.263268,152.553207,-368.167999,-28.163475,808.286682,-354.048645,-26.680079,740.009033,-356.917633,-15.858398,673.197388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,-336.922302,72.050583,410.707977,-287.223785,149.042068,257.684113,-326.917664,122.246254,152.578171,-368.177094,-28.159603,808.284119,-354.036896,-26.688105,740.037964,-356.903229,-15.851016,673.190186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,-336.919983,72.045563,410.717712,-287.212769,149.046646,257.705475,-326.934082,122.259308,152.579437,-368.169373,-28.159153,808.302063,-354.053192,-26.671087,740.038452,-356.895294,-15.858446,673.173889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,-336.875061,72.029198,410.714569,-287.193542,149.034409,257.698853,-326.884674,122.264755,152.574005,-368.152344,-28.176331,808.265625,-354.022522,-26.681629,740.043396,-356.881165,-15.853126,673.189880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,-336.876892,72.051140,410.718811,-287.177612,149.023270,257.661194,-326.900879,122.256256,152.548553,-368.136505,-28.149702,808.282288,-354.010986,-26.689529,740.013123,-356.901855,-15.848598,673.171631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,-336.901581,72.044304,410.678589,-287.204712,149.051834,257.651947,-326.898193,122.250992,152.542847,-368.150452,-28.170397,808.285583,-354.022766,-26.672832,740.014343,-356.903839,-15.856481,673.188965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,-336.914642,72.045212,410.702393,-287.212708,149.046967,257.643555,-326.909912,122.268265,152.554855,-368.164459,-28.171030,808.276611,-354.028412,-26.678211,740.014404,-356.923309,-15.839381,673.170166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,-336.914825,72.031944,410.740479,-287.221619,149.039642,257.651672,-326.933228,122.244507,152.578674,-368.180817,-28.162397,808.277588,-354.045715,-26.684376,740.023010,-356.890778,-15.850076,673.190796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,-336.933868,72.037987,410.719971,-287.221191,149.050934,257.672089,-326.927460,122.242897,152.587906,-368.169647,-28.165777,808.268799,-354.022034,-26.694519,740.034302,-356.892487,-15.844408,673.198181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,-336.890259,72.032013,410.731018,-287.219391,149.031799,257.693970,-326.902954,122.253212,152.588135,-368.164032,-28.182314,808.283508,-354.032562,-26.693623,740.000122,-356.891754,-15.864596,673.203186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,-336.908356,72.045357,410.702087,-287.200378,149.044815,257.623810,-326.901276,122.277306,152.554901,-368.168915,-28.159595,808.274170,-354.001099,-26.693981,740.013611,-356.906219,-15.870012,673.194153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,-336.883575,72.039650,410.691650,-287.203247,149.032776,257.624908,-326.890503,122.227882,152.553162,-368.138214,-28.158978,808.269714,-354.003998,-26.679964,740.011230,-356.888519,-15.868869,673.188416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,-336.895813,72.039574,410.671844,-287.182465,149.043976,257.665985,-326.925262,122.251404,152.549362,-368.154541,-28.167192,808.259644,-354.017487,-26.664352,740.009277,-356.906738,-15.851819,673.169250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,-336.902771,72.047745,410.693390,-287.206146,149.040558,257.672699,-326.904510,122.255737,152.573883,-368.172089,-28.178909,808.294312,-354.001099,-26.664093,740.031494,-356.918427,-15.850171,673.172241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,-336.906128,72.068497,410.721863,-287.219757,149.052551,257.684509,-326.950867,122.272346,152.579971,-368.175232,-28.165125,808.293518,-354.042908,-26.675304,740.040222,-356.903900,-15.837256,673.190430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,-336.926178,72.038139,410.726440,-287.253510,149.045990,257.657043,-326.924103,122.259399,152.589218,-368.171844,-28.192120,808.295166,-354.059143,-26.683857,740.035095,-356.891785,-15.860034,673.218567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,-336.921509,72.043060,410.714905,-287.243683,149.020462,257.669067,-326.918732,122.234589,152.586487,-368.157867,-28.182240,808.292786,-354.021088,-26.683065,740.032227,-356.898560,-15.853001,673.207886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,-336.919861,72.029991,410.694702,-287.224487,149.034241,257.675873,-326.911499,122.252121,152.555206,-368.154816,-28.176884,808.279114,-354.021637,-26.664680,740.019226,-356.903168,-15.850610,673.189880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,-336.892120,72.036522,410.684723,-287.205688,149.048035,257.615295,-326.926392,122.235886,152.554306,-368.147858,-28.168604,808.283020,-354.028717,-26.676016,739.996460,-356.888794,-15.837319,673.170593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,-336.871948,72.028862,410.687042,-287.210266,149.032578,257.661530,-326.892426,122.244087,152.549561,-368.168030,-28.154898,808.267822,-354.037567,-26.671368,740.003601,-356.896057,-15.857469,673.183899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,-336.882660,72.048195,410.700470,-287.210327,149.031158,257.698181,-326.919891,122.272316,152.573608,-368.174591,-28.172144,808.286743,-354.030975,-26.680834,740.014771,-356.900665,-15.840128,673.200623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,-336.926971,72.020432,410.720398,-287.225311,149.040024,257.656494,-326.917114,122.231949,152.591827,-368.168427,-28.169735,808.291443,-354.026215,-26.668726,740.008118,-356.894379,-15.842969,673.189758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,-336.913422,72.035072,410.735596,-287.220306,149.045166,257.671600,-326.904907,122.226738,152.595200,-368.162628,-28.172752,808.280090,-354.035309,-26.679026,740.020325,-356.902283,-15.856611,673.204895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,-336.912750,72.044632,410.706573,-287.228180,149.034409,257.652313,-326.932068,122.220818,152.581741,-368.184326,-28.180048,808.265747,-354.026642,-26.689034,740.029053,-356.883484,-15.858927,673.203674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,-336.893311,72.032898,410.698242,-287.178253,149.015182,257.640442,-326.901215,122.260056,152.558853,-368.164581,-28.174320,808.264343,-354.008545,-26.665585,740.019287,-356.884613,-15.856837,673.186401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,-336.902130,72.029961,410.704559,-287.185883,149.014832,257.660736,-326.896332,122.243729,152.565689,-368.149231,-28.152723,808.270996,-354.016327,-26.667404,740.011963,-356.875061,-15.832275,673.178284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,-336.883759,72.041115,410.707672,-287.199219,149.047180,257.638550,-326.911530,122.280930,152.551132,-368.146454,-28.170485,808.277344,-353.997253,-26.685429,739.989929,-356.895020,-15.852657,673.162231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,-336.907257,72.050575,410.703949,-287.190796,149.053787,257.668945,-326.929993,122.284767,152.556335,-368.132660,-28.171041,808.280212,-354.032043,-26.677145,740.009155,-356.879730,-15.841186,673.180969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,-336.913513,72.025749,410.710327,-287.210999,149.056381,257.668640,-326.935150,122.244743,152.580307,-368.160370,-28.176535,808.279846,-354.057922,-26.693233,740.019409,-356.907410,-15.889713,673.196167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,-336.920990,72.032791,410.721039,-287.238098,149.041870,257.686401,-326.923309,122.236992,152.591293,-368.169220,-28.183958,808.297485,-354.030579,-26.677227,740.034241,-356.899841,-15.865438,673.200684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,-336.906708,72.030258,410.739502,-287.217865,149.043869,257.634766,-326.924377,122.231819,152.554779,-368.166260,-28.176899,808.295349,-354.029968,-26.686712,740.007141,-356.890717,-15.841640,673.192322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,-336.914703,72.029434,410.698486,-287.213715,149.027222,257.644989,-326.932495,122.235573,152.554413,-368.156647,-28.178688,808.283508,-354.021606,-26.683418,739.995483,-356.913696,-15.852625,673.166260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,-336.906555,72.014084,410.705963,-287.183746,149.030563,257.674133,-326.931793,122.238785,152.544205,-368.179932,-28.169283,808.275879,-354.039490,-26.686567,740.018250,-356.938110,-15.849739,673.158752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,-336.906525,72.048225,410.685791,-287.204529,149.027039,257.685394,-326.933533,122.249611,152.555283,-368.158478,-28.191662,808.277283,-354.029449,-26.681025,740.009705,-356.938965,-15.860411,673.172424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,-336.929779,72.006180,410.706818,-287.242889,149.028381,257.622589,-326.915131,122.254128,152.583527,-368.177246,-28.157709,808.290039,-354.033813,-26.690941,740.017639,-356.908661,-15.884475,673.189453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,-336.918762,72.004425,410.727692,-287.265381,149.041275,257.658936,-326.952728,122.256737,152.563080,-368.160797,-28.178667,808.295105,-354.035583,-26.677282,740.024170,-356.880676,-15.888038,673.206543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,-336.905182,72.017426,410.713745,-287.250916,149.044525,257.655762,-326.938202,122.239136,152.591522,-368.174042,-28.178053,808.291138,-354.032288,-26.685728,740.006470,-356.901764,-15.851335,673.188965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,-336.903961,72.004829,410.717804,-287.217377,149.021332,257.663666,-326.919464,122.220940,152.557480,-368.145050,-28.164995,808.279907,-354.033600,-26.667145,740.027466,-356.903412,-15.848980,673.193237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,-336.890900,72.033287,410.719696,-287.202454,149.034714,257.631348,-326.897827,122.255287,152.545639,-368.157593,-28.166689,808.281372,-354.024384,-26.684916,740.034180,-356.908417,-15.846912,673.177185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,-336.879456,72.023109,410.724731,-287.200287,149.019730,257.659790,-326.910248,122.258553,152.552353,-368.144958,-28.169176,808.287048,-354.017700,-26.676394,740.016663,-356.899170,-15.855316,673.182434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,-336.892792,72.039917,410.692078,-287.257782,149.050400,257.647308,-326.904144,122.263519,152.574478,-368.151764,-28.158630,808.270386,-354.011383,-26.682419,740.003845,-356.914520,-15.854821,673.173218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,-336.911591,72.034172,410.708618,-287.265533,149.035736,257.666870,-326.927307,122.252052,152.580322,-368.152893,-28.168203,808.286682,-354.027802,-26.693783,740.035034,-356.908936,-15.854920,673.199036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,-336.902008,72.022171,410.711304,-287.224548,149.045395,257.663910,-326.935760,122.254692,152.578735,-368.173279,-28.174524,808.272461,-354.017944,-26.678116,740.026733,-356.895111,-15.878797,673.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,-336.913696,72.009964,410.697235,-287.215576,149.035568,257.677307,-326.904816,122.245255,152.586700,-368.156403,-28.166620,808.269592,-354.030090,-26.689747,740.041382,-356.900391,-15.858772,673.187866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,-336.901215,72.047897,410.691681,-287.198273,149.041611,257.664612,-326.910461,122.283516,152.537720,-368.146423,-28.169050,808.272888,-354.009064,-26.663393,740.007507,-356.882446,-15.837667,673.210632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,-336.893707,72.029602,410.712433,-287.199127,149.039917,257.618896,-326.920410,122.289307,152.545807,-368.174988,-28.152569,808.280090,-354.017273,-26.684101,740.028625,-356.900330,-15.818727,673.194153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,-336.897736,72.027397,410.701691,-287.197174,149.060837,257.648071,-326.916748,122.278473,152.548248,-368.163788,-28.159777,808.294678,-354.017365,-26.690935,740.010925,-356.907227,-15.864360,673.191284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,-336.922943,72.023857,410.715210,-287.250397,149.068970,257.657318,-326.926514,122.272171,152.571564,-368.159790,-28.174665,808.283142,-354.019470,-26.685909,740.015625,-356.904602,-15.832575,673.175293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,-336.908417,72.019363,410.721649,-287.257385,149.029831,257.658905,-326.949371,122.264511,152.564606,-368.148499,-28.172302,808.268860,-354.011230,-26.653774,740.038025,-356.898529,-15.829327,673.203186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,-336.913605,72.012810,410.710999,-287.210968,149.048080,257.675995,-326.918884,122.241043,152.587540,-368.141968,-28.167912,808.293030,-354.026672,-26.665930,740.028503,-356.892578,-15.864743,673.203491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,-336.915436,72.025894,410.691467,-287.207977,149.040131,257.674316,-326.912872,122.252708,152.553940,-368.183167,-28.166233,808.305542,-354.014374,-26.679415,740.010437,-356.914001,-15.849850,673.185547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,-336.900879,72.036728,410.701294,-287.174744,149.025223,257.655579,-326.909698,122.252930,152.557373,-368.156189,-28.159447,808.273926,-354.005615,-26.678141,740.031677,-356.887451,-15.828366,673.176636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,-336.938507,72.027565,410.718842,-287.212555,149.050797,257.620026,-326.912048,122.258080,152.557327,-368.178986,-28.163651,808.300964,-354.022034,-26.657946,740.037476,-356.871216,-15.855208,673.218018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
